ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching_Period_Admitted,Faculty
n671943,Retained,Double,120,Full Time,24,60,No,No,M,2.75,12,Medium,SEM-1,Sci and Eng Faculty
n672139,Retained,Single,96,Full Time,20,0,No,No,F,5.73,11,Medium,SEM-1,CI Faculty
n672632,Retained,Single,84,Full Time,22,12,Yes,No,F,4.24,25,High,SEM-1,Faculty of Health
n673009,Not Retained,Single,96,Full Time,20,0,No,Yes,F,5.99,2,High,SEM-1,Sci and Eng Faculty
n673999,Not Retained,Single,12,Full Time,19,36,No,Yes,F,1.74,6,Medium,SEM-2,Sci and Eng Faculty
n674155,Retained,Single,96,Full Time,33,0,No,Yes,F,4.69,11,Medium,SEM-1,Faculty of Health
n674864,Retained,Single,120,Part Time,31,0,No,Yes,M,5.49,23,Medium,SEM-2,Faculty of Law
n675216,Retained,Single,96,Full Time,20,0,No,Yes,F,4.89,10,High,SEM-1,Faculty of Education
n675271,Retained,Single,96,Full Time,19,0,No,Yes,F,5.37,10,High,SEM-1,CI Faculty
n675306,Retained,Single,84,Part Time,19,12,No,No,M,4.39,12,Medium,SEM-1,CI Faculty
n675310,Retained,Single,0,Full Time,31,0,No,No,M,-0,12,Low,SEM-1,Faculty of Health
n675327,Retained,Single,0,Full Time,19,0,No,Yes,F,0,9,High,SEM-2,CI Faculty
n675727,Not Retained,Single,24,Full Time,19,24,No,Yes,M,3.26,6,Low,SEM-2,QUT Business School
n675805,Not Retained,Single,192,Full Time,65,0,No,Yes,M,5.51,17,Low,SEM-1,QUT Business School
n676553,Retained,Single,108,Full Time,22,0,Yes,No,F,6.8,4,High,SEM-1,Faculty of Health
n676933,Not Retained,Single,0,Full Time,22,24,No,Yes,F,1.51,23,Medium,SEM-1,Faculty of Health
n677375,Retained,Single,96,Full Time,28,0,No,No,M,5.62,5,High,SEM-1,Sci and Eng Faculty
n677926,Retained,Single,144,Full Time,30,0,No,No,M,5.1,7,High,SEM-2,Faculty of Health
n678365,Retained,Single,0,Full Time,25,0,No,No,M,0,7,Medium,SEM-1,Faculty of Health
n678735,Retained,Single,180,Full Time,22,0,No,No,M,6.6,5,Medium,SEM-1,CI Faculty
n678822,Retained,Single,96,Full Time,19,0,No,No,M,4.74,11,Medium,SEM-1,Faculty of Education
n679868,Retained,Single,132,Part Time,19,0,No,No,M,5.91,3,High,SEM-1,QUT Business School
n680128,Retained,Single,96,Full Time,20,0,No,No,M,5.13,5,Low,SEM-1,Sci and Eng Faculty
n680512,Retained,Single,144,Part Time,19,0,No,No,F,6.82,4,High,SEM-1,QUT Business School
n680556,Retained,Single,108,Full Time,23,0,No,No,M,5.51,14,Medium,SEM-1,Faculty of Health
n680614,Not Retained,Single,84,Full Time,20,0,No,No,F,5.42,3,Medium,SEM-2,QUT Business School
n681019,Retained,Single,156,Full Time,23,0,Yes,No,F,5,19,Medium,SEM-2,QUT Business School
n681028,Retained,Single,96,Full Time,19,0,No,Yes,F,6.64,1,Low,SEM-1,Faculty of Health
n681040,Retained,Single,96,Full Time,20,36,No,No,M,3.87,22,Medium,SEM-1,Sci and Eng Faculty
n681155,Retained,Single,84,Full Time,19,0,No,Yes,F,4.7,7,Medium,SEM-2,Faculty of Law
n681190,Retained,Single,48,Full Time,23,48,No,Yes,F,3.5,17,Medium,SEM-1,Faculty of Health
n681959,Retained,Single,96,Full Time,19,0,No,No,F,6.13,5,Medium,SEM-1,Faculty of Law
n682280,Retained,Single,108,Part Time,22,36,No,Yes,M,1.76,1,Medium,SEM-1,Faculty of Law
n682684,Retained,Single,24,Full Time,21,12,No,No,M,2.99,25,Medium,SEM-2,Sci and Eng Faculty
n684150,Not Retained,Single,96,Full Time,19,0,No,No,F,6.12,8,Medium,SEM-1,CI Faculty
n684679,Retained,Single,96,Full Time,20,0,No,Yes,F,6.02,3,Medium,SEM-1,CI Faculty
n684747,Not Retained,Single,36,Full Time,27,0,No,No,M,6.34,20,Medium,SEM-1,QUT Business School
n685301,Not Retained,Single,24,Full Time,33,0,No,Yes,F,6.02,13,Medium,SEM-1,CI Faculty
n685554,Retained,Single,192,Full Time,22,0,No,No,F,4.71,8,Medium,SEM-2,Faculty of Health
n685807,Retained,Single,24,Full Time,20,24,No,No,M,3.25,25,High,SEM-2,Sci and Eng Faculty
n686075,Retained,Single,96,Full Time,27,0,No,Yes,M,6.75,7,Low,SEM-1,Sci and Eng Faculty
n686083,Retained,Single,96,Full Time,19,0,No,No,M,4.88,8,High,SEM-1,Sci and Eng Faculty
n686279,Retained,Single,96,Full Time,23,0,No,No,F,5.63,11,Medium,SEM-1,Faculty of Education
n686409,Retained,Single,96,Full Time,19,0,No,Yes,F,5.48,7,High,SEM-1,Sci and Eng Faculty
n686411,Retained,Single,216,Full Time,21,12,No,Yes,M,4.9,8,High,SEM-1,QUT Business School
n686767,Not Retained,Single,36,Full Time,48,12,No,No,M,4.75,24,Medium,SEM-1,Sci and Eng Faculty
n686881,Retained,Double,96,Full Time,23,0,No,No,F,5.19,11,High,SEM-1,Faculty of Health
n687122,Retained,Single,96,Full Time,20,0,No,Yes,F,5.01,22,Low,SEM-1,CI Faculty
n687293,Retained,Single,108,Full Time,34,0,No,Yes,F,4.01,20,High,SEM-1,Faculty of Health
n687745,Not Retained,Single,96,Full Time,20,0,No,No,M,6.39,4,High,SEM-1,QUT Business School
n688024,Retained,Single,72,Full Time,22,24,No,No,F,4.13,24,High,SEM-1,CI Faculty
n688214,Retained,Single,96,Full Time,21,0,No,Yes,F,5.36,23,Medium,SEM-1,Faculty of Health
n689329,Retained,Single,96,Full Time,20,0,No,No,M,4.12,3,High,SEM-1,Faculty of Law
n689523,Retained,Single,96,Full Time,19,0,No,Yes,M,5.38,8,Medium,SEM-1,Sci and Eng Faculty
n690525,Retained,Single,156,Part Time,25,36,Yes,No,M,3.75,5,Medium,SEM-1,QUT Business School
n690667,Not Retained,Single,0,Full Time,26,84,No,No,M,1,5,High,SEM-1,Faculty of Health
n690765,Retained,Single,84,Full Time,21,12,No,No,F,4.23,6,Low,SEM-1,Faculty of Health
n690795,Retained,Double,204,Full Time,26,0,No,Yes,F,4.58,16,High,SEM-1,Faculty of Health
n691072,Retained,Single,48,Full Time,20,0,No,No,M,5.25,12,Medium,SEM-2,Sci and Eng Faculty
n691337,Retained,Single,192,Full Time,22,0,Yes,No,M,4.51,4,Medium,SEM-1,QUT Business School
n691455,Retained,Single,24,Part Time,22,12,No,Yes,M,3.67,8,High,SEM-1,CI Faculty
n691590,Retained,Single,96,Full Time,19,0,No,No,F,5.87,6,Medium,SEM-1,QUT Business School
n691917,Retained,Single,180,Full Time,29,12,No,No,M,4.2,9,Medium,SEM-1,Faculty of Health
n692124,Retained,Single,24,Part Time,21,0,No,Yes,F,5.99,13,Medium,SEM-1,QUT Business School
n692135,Retained,Single,96,Full Time,19,0,No,Yes,M,5.64,10,Medium,SEM-1,Sci and Eng Faculty
n692148,Retained,Double,156,Full Time,20,0,No,Yes,F,5.1,9,Medium,SEM-1,Faculty of Health
n692239,Retained,Single,144,Full Time,21,0,No,No,M,4.55,8,High,SEM-2,Faculty of Law
n692298,Retained,Single,96,Full Time,22,0,No,Yes,F,5.12,25,High,SEM-1,Faculty of Education
n692325,Retained,Single,84,Full Time,20,0,No,No,M,5.87,11,High,SEM-1,Sci and Eng Faculty
n692495,Retained,Double,96,Full Time,20,0,No,No,F,5.87,9,High,SEM-1,Faculty of Health
n693131,Retained,Single,72,Part Time,19,0,No,No,M,6.34,3,Medium,SEM-1,QUT Business School
n693163,Retained,Single,48,Full Time,21,0,No,No,F,5.25,25,Medium,SEM-2,Faculty of Law
n693401,Retained,Single,96,Full Time,21,0,No,Yes,M,5.89,10,Low,SEM-1,CI Faculty
n693426,Retained,Double,108,Full Time,22,0,No,No,F,5,12,Low,SEM-1,Faculty of Health
n693883,Retained,Single,96,Full Time,24,0,No,Yes,M,5.39,13,Medium,SEM-1,Sci and Eng Faculty
n694177,Retained,Single,48,Part Time,31,0,No,No,M,6.27,15,Low,SEM-1,QUT Business School
n694302,Retained,Double,96,Full Time,19,0,No,No,M,6,7,High,SEM-1,Sci and Eng Faculty
n694782,Retained,Single,36,Part Time,32,0,No,Yes,M,6.99,20,Medium,SEM-2,Sci and Eng Faculty
n694833,Retained,Single,96,Full Time,20,0,No,Yes,F,6.74,3,High,SEM-1,Faculty of Health
n694866,Retained,Single,96,Full Time,19,0,No,No,F,4.89,8,Medium,SEM-1,Faculty of Health
n695074,Retained,Single,120,Full Time,27,12,No,No,M,3.66,3,High,SEM-2,QUT Business School
n695447,Not Retained,Single,0,Full Time,19,108,No,Yes,M,1.67,11,Low,SEM-1,Sci and Eng Faculty
n695807,Not Retained,Single,108,Full Time,20,0,No,No,F,5.33,4,Medium,SEM-1,QUT Business School
n695837,Not Retained,Single,36,Full Time,19,24,No,No,F,2.66,7,Medium,SEM-1,CI Faculty
n696104,Retained,Single,96,Full Time,19,0,No,No,F,5.26,10,High,SEM-2,Sci and Eng Faculty
n696299,Retained,Single,96,Full Time,33,0,No,No,M,4.61,13,Medium,SEM-1,CI Faculty
n697050,Retained,Single,0,Part Time,21,0,No,No,F,0,6,Low,SEM-1,Faculty of Law
n697056,Not Retained,Single,36,Full Time,20,60,No,No,M,2.7,17,High,SEM-1,CI Faculty
n697187,Retained,Single,96,Full Time,20,0,No,No,F,5.12,20,Low,SEM-1,CI Faculty
n697733,Retained,Single,48,Full Time,19,0,No,Yes,F,4.22,16,Medium,SEM-2,Faculty of Health
n697847,Retained,Single,24,Full Time,19,12,No,No,F,4.33,9,Low,SEM-2,CI Faculty
n697902,Retained,Single,72,Full Time,24,12,No,Yes,M,4.99,11,Medium,SEM-1,Sci and Eng Faculty
n697909,Retained,Single,12,Full Time,20,72,No,Yes,M,1.71,16,Low,SEM-1,CI Faculty
n698232,Retained,Single,0,Full Time,22,0,No,No,M,0,10,Medium,SEM-1,Faculty of Health
n698385,Retained,Single,0,Full Time,19,0,No,Yes,M,0.01,9,Medium,SEM-1,Faculty of Education
n698746,Not Retained,Single,24,Full Time,19,60,No,Yes,M,2.01,10,Low,SEM-1,Sci and Eng Faculty
n698840,Retained,Single,96,Full Time,22,0,No,Yes,M,5.76,10,High,SEM-1,Faculty of Health
n699048,Retained,Double,0,Full Time,19,0,No,Yes,M,0.01,2,Medium,SEM-1,Faculty of Law
n699469,Retained,Single,120,Full Time,20,36,No,No,M,3.43,18,High,SEM-1,QUT Business School
n699664,Not Retained,Double,108,Full Time,20,0,No,No,F,5.01,11,Medium,SEM-1,Faculty of Health
n699907,Retained,Single,96,Full Time,21,0,No,No,F,4.87,21,High,SEM-1,CI Faculty
n700282,Retained,Single,96,Full Time,19,0,No,No,M,5.25,8,Medium,SEM-1,Sci and Eng Faculty
n700308,Retained,Double,96,Full Time,20,0,No,No,F,4.89,9,Low,SEM-1,Faculty of Health
n700504,Not Retained,Single,84,Full Time,19,0,No,Yes,F,4,10,Medium,SEM-1,Faculty of Education
n700646,Retained,Single,132,Full Time,22,12,Yes,No,F,3.75,23,High,SEM-2,QUT Business School
n700668,Retained,Single,96,Full Time,19,0,No,No,F,4.75,9,High,SEM-1,CI Faculty
n700817,Retained,Single,72,Part Time,38,0,No,Yes,M,3.99,7,High,SEM-2,Sci and Eng Faculty
n701327,Retained,Single,96,Full Time,32,0,Yes,No,M,5,16,High,SEM-2,Faculty of Health
n701559,Retained,Single,96,Full Time,19,0,No,No,F,6.11,11,Low,SEM-1,CI Faculty
n701872,Retained,Single,264,Full Time,24,36,No,No,M,3.88,11,High,SEM-2,Faculty of Law
n701956,Retained,Single,72,Full Time,19,0,No,No,F,4.67,12,Medium,SEM-1,CI Faculty
n701988,Retained,Single,96,Full Time,19,0,Yes,No,F,4.63,2,Medium,SEM-1,Faculty of Education
n702150,Retained,Single,96,Full Time,19,0,No,No,F,4.84,11,Low,SEM-1,CI Faculty
n702439,Retained,Single,72,Full Time,23,12,No,Yes,M,4.14,1,Medium,SEM-1,Faculty of Health
n702588,Retained,Single,48,Full Time,31,0,No,Yes,M,5.77,4,Low,SEM-1,Sci and Eng Faculty
n702864,Retained,Single,48,Full Time,23,0,No,Yes,F,4.99,8,Low,SEM-2,Faculty of Health
n703680,Retained,Single,48,Full Time,20,0,No,No,M,5.27,12,Medium,SEM-2,Sci and Eng Faculty
n704382,Retained,Single,168,Full Time,37,0,No,Yes,F,5.5,22,Medium,SEM-1,CI Faculty
n704658,Retained,Single,72,Full Time,23,12,No,Yes,F,4.55,11,Medium,SEM-1,CI Faculty
n705138,Retained,Double,216,Full Time,20,0,No,No,F,5.66,8,High,SEM-1,Faculty of Health
n705708,Retained,Single,96,Full Time,30,0,No,Yes,F,5.99,25,High,SEM-1,Faculty of Health
n705734,Retained,Single,60,Full Time,19,36,No,No,F,4.25,12,Medium,SEM-1,CI Faculty
n705762,Not Retained,Single,0,Full Time,27,96,No,No,M,1.01,8,Medium,SEM-1,QUT Business School
n705773,Retained,Single,168,Full Time,22,12,Yes,No,F,4.57,12,Medium,SEM-1,QUT Business School
n706211,Retained,Single,120,Full Time,25,0,No,No,F,-0,1,High,SEM-1,Faculty of Education
n706261,Not Retained,Single,192,Full Time,24,0,No,Yes,M,5,24,Medium,SEM-1,Faculty of Health
n706344,Retained,Single,36,Full Time,26,0,No,Yes,M,5.32,14,High,SEM-2,Sci and Eng Faculty
n706911,Not Retained,Single,0,Full Time,19,0,No,Yes,F,0.01,25,Low,SEM-1,CI Faculty
n707170,Retained,Single,96,Full Time,20,0,No,Yes,M,4.25,16,Medium,SEM-1,CI Faculty
n707758,Retained,Single,0,Full Time,37,0,No,Yes,M,0.02,18,Medium,SEM-1,Faculty of Law
n708008,Retained,Single,96,Full Time,20,0,No,No,F,5.26,12,Low,SEM-1,CI Faculty
n709047,Retained,Single,216,Part Time,22,0,Yes,No,F,6,1,Low,SEM-1,QUT Business School
n709108,Retained,Single,60,Full Time,20,36,No,Yes,M,3.89,11,Medium,SEM-1,CI Faculty
n709290,Retained,Single,96,Full Time,19,0,No,No,M,5.75,8,Low,SEM-1,Faculty of Health
n709338,Retained,Single,60,Full Time,19,0,No,Yes,F,5,5,High,SEM-1,Faculty of Health
n710368,Retained,Single,96,Full Time,19,0,No,Yes,F,4.49,13,Low,SEM-1,Faculty of Education
n710559,Retained,Single,24,Part Time,19,24,No,Yes,M,3.24,15,Low,SEM-1,Sci and Eng Faculty
n710920,Retained,Single,72,Part Time,22,0,No,No,F,4.81,6,High,SEM-2,QUT Business School
n711210,Retained,Single,168,Full Time,21,24,No,No,F,4.04,19,Medium,SEM-1,Faculty of Law
n711644,Retained,Single,72,Full Time,20,24,No,Yes,M,3.23,22,Medium,SEM-2,QUT Business School
n711673,Retained,Single,144,Full Time,24,0,Yes,No,M,5.6,2,Medium,SEM-1,CI Faculty
n712080,Not Retained,Single,0,Full Time,30,24,No,Yes,F,1,21,Medium,SEM-1,Faculty of Health
n712958,Retained,Single,84,Full Time,21,12,No,No,F,4.24,6,Low,SEM-1,Faculty of Health
n713103,Not Retained,Single,180,Full Time,24,12,No,Yes,M,4.5,10,Low,SEM-1,QUT Business School
n713314,Retained,Single,96,Full Time,21,0,No,Yes,M,5.49,2,High,SEM-1,CI Faculty
n713553,Retained,Single,96,Full Time,19,0,No,No,F,4.98,6,Medium,SEM-1,Faculty of Health
n713771,Not Retained,Single,48,Full Time,19,0,Yes,No,F,5.5,9,Medium,SEM-1,Faculty of Health
n715670,Not Retained,Single,48,Full Time,30,48,No,Yes,M,3.14,3,Medium,SEM-1,Faculty of Health
n716840,Retained,Single,96,Full Time,19,0,No,No,F,6.38,2,High,SEM-1,Faculty of Health
n716938,Not Retained,Single,0,Full Time,19,0,No,Yes,M,0.01,9,Low,SEM-1,Sci and Eng Faculty
n717024,Retained,Single,144,Part Time,25,0,No,Yes,M,4.68,23,Medium,SEM-1,QUT Business School
n717611,Retained,Single,48,Part Time,21,0,No,Yes,F,4.76,12,Low,SEM-2,Sci and Eng Faculty
n718020,Retained,Single,96,Full Time,19,0,No,No,M,4.76,10,High,SEM-1,Faculty of Health
n718134,Retained,Single,48,Part Time,27,0,No,No,M,6.74,4,Medium,SEM-1,Sci and Eng Faculty
n718173,Retained,Single,96,Full Time,19,0,No,No,F,5.9,5,High,SEM-1,QUT Business School
n718213,Retained,Single,84,Full Time,21,12,No,No,M,5.01,5,Medium,SEM-1,Sci and Eng Faculty
n718920,Retained,Single,72,Full Time,19,0,No,Yes,M,6.51,5,Medium,SEM-2,Faculty of Health
n719148,Retained,Single,96,Full Time,19,0,Yes,No,F,6.51,17,Medium,SEM-1,QUT Business School
n719280,Retained,Single,168,Full Time,28,0,Yes,No,M,4.63,9,Medium,SEM-2,Sci and Eng Faculty
n719863,Retained,Single,96,Full Time,19,0,No,Yes,F,5.75,13,Low,SEM-1,CI Faculty
n720572,Retained,Single,96,Full Time,19,0,No,Yes,M,5.87,3,Medium,SEM-1,Faculty of Health
n720635,Retained,Single,168,Full Time,22,0,No,No,M,5.15,11,High,SEM-1,Faculty of Health
n720784,Retained,Single,48,Part Time,20,24,No,Yes,M,3.67,11,High,SEM-2,Sci and Eng Faculty
n721325,Retained,Single,96,Full Time,21,0,No,No,M,5.63,15,Medium,SEM-1,Sci and Eng Faculty
n721716,Retained,Single,48,Part Time,23,0,No,No,M,4.25,10,Medium,SEM-1,QUT Business School
n721881,Retained,Single,96,Full Time,19,0,No,No,F,5.39,6,Medium,SEM-1,Faculty of Health
n722018,Retained,Single,72,Part Time,19,0,No,Yes,F,4.99,11,Low,SEM-1,CI Faculty
n722404,Retained,Single,180,Full Time,21,0,No,No,F,5.26,22,High,SEM-2,Sci and Eng Faculty
n722601,Retained,Single,144,Full Time,34,0,Yes,No,F,5,7,High,SEM-2,Faculty of Health
n722812,Not Retained,Single,84,Full Time,19,0,No,No,M,5.15,10,High,SEM-1,CI Faculty
n722844,Retained,Single,96,Full Time,19,0,No,No,M,6.38,4,Low,SEM-1,Faculty of Health
n723281,Retained,Single,96,Full Time,20,0,No,No,F,5.76,6,Medium,SEM-1,Faculty of Education
n723710,Retained,Double,144,Full Time,20,0,No,No,M,4.24,10,High,SEM-1,Faculty of Law
n723886,Retained,Double,144,Full Time,20,12,No,No,F,4.43,10,Medium,SEM-1,Faculty of Law
n724098,Not Retained,Single,0,Full Time,19,0,No,No,M,0,8,High,SEM-1,Sci and Eng Faculty
n724260,Retained,Single,96,Full Time,19,0,No,Yes,M,5.24,6,Medium,SEM-1,Sci and Eng Faculty
n724574,Retained,Double,132,Full Time,24,0,Yes,No,M,6.63,10,High,SEM-1,Sci and Eng Faculty
n725217,Retained,Single,96,Full Time,19,0,No,No,M,5.24,5,Medium,SEM-1,Sci and Eng Faculty
n725287,Retained,Single,72,Full Time,19,0,No,Yes,F,6.18,4,Low,SEM-1,QUT Business School
n725840,Not Retained,Single,108,Part Time,32,12,No,No,F,3.49,1,Medium,SEM-1,Faculty of Law
n725940,Retained,Single,180,Full Time,31,0,No,No,M,5.99,24,Medium,SEM-1,Sci and Eng Faculty
n726246,Retained,Single,156,Full Time,21,0,Yes,No,F,5.24,8,High,SEM-2,CI Faculty
n726513,Retained,Single,0,Part Time,19,0,No,Yes,F,-0,10,Medium,SEM-1,QUT Business School
n726744,Retained,Single,24,Full Time,19,24,No,No,M,3,10,Low,SEM-2,Sci and Eng Faculty
n727179,Not Retained,Single,108,Part Time,25,12,No,No,M,3.49,14,High,SEM-1,Faculty of Law
n727547,Not Retained,Single,0,Part Time,28,48,No,No,M,1,22,Medium,SEM-1,Sci and Eng Faculty
n727639,Retained,Single,96,Full Time,21,0,No,Yes,M,4.88,9,Medium,SEM-1,CI Faculty
n727807,Retained,Single,132,Full Time,21,12,No,No,F,4.25,13,Medium,SEM-1,Sci and Eng Faculty
n727927,Retained,Single,216,Full Time,21,12,No,No,M,4.8,4,Low,SEM-1,QUT Business School
n728166,Not Retained,Single,24,Full Time,19,24,No,No,M,3.25,13,High,SEM-1,CI Faculty
n728604,Retained,Single,84,Full Time,23,0,No,Yes,F,5.97,3,Medium,SEM-2,Sci and Eng Faculty
n730046,Retained,Single,192,Full Time,23,0,Yes,No,M,5.29,2,Low,SEM-1,Sci and Eng Faculty
n730054,Not Retained,Single,24,Full Time,19,24,No,No,M,2.74,17,High,SEM-1,CI Faculty
n731836,Retained,Single,96,Full Time,26,0,No,Yes,M,6.89,16,High,SEM-1,Faculty of Health
n732468,Retained,Single,180,Part Time,20,12,No,No,F,5.14,10,High,SEM-1,Faculty of Health
n732597,Retained,Single,108,Part Time,26,0,No,Yes,F,6.43,18,Medium,SEM-1,Faculty of Health
n732834,Not Retained,Single,84,Full Time,21,12,No,Yes,M,4.38,15,Medium,SEM-1,Sci and Eng Faculty
n732902,Retained,Double,48,Full Time,20,24,No,No,M,3.97,8,High,SEM-1,Faculty of Health
n733292,Not Retained,Single,24,Full Time,21,0,No,Yes,F,4.5,20,High,SEM-1,Faculty of Education
n734174,Retained,Single,216,Full Time,22,12,No,No,F,4.01,24,Medium,SEM-1,QUT Business School
n734804,Not Retained,Single,36,Full Time,19,0,No,Yes,F,5.31,25,Medium,SEM-1,CI Faculty
n734805,Not Retained,Single,0,Full Time,21,72,No,Yes,F,1,10,Low,SEM-1,CI Faculty
n735213,Retained,Single,96,Full Time,19,0,No,No,M,6.39,3,Medium,SEM-1,Faculty of Health
n735254,Retained,Single,48,Part Time,24,0,No,No,M,5.77,22,High,SEM-1,QUT Business School
n735644,Retained,Single,144,Full Time,48,0,No,No,F,5.99,20,High,SEM-1,Faculty of Health
n736572,Retained,Single,24,Full Time,20,72,No,No,F,2.63,6,Medium,SEM-1,Faculty of Law
n736664,Retained,Single,168,Part Time,21,0,Yes,No,M,6.66,1,Medium,SEM-2,QUT Business School
n736833,Retained,Single,216,Part Time,33,0,No,Yes,F,6.68,23,Medium,SEM-1,Faculty of Education
n737113,Retained,Single,192,Full Time,27,0,No,No,M,5.79,24,Low,SEM-1,Sci and Eng Faculty
n737835,Not Retained,Single,0,Full Time,24,0,No,No,M,0,5,High,SEM-1,Sci and Eng Faculty
n738673,Retained,Single,96,Full Time,19,0,No,No,F,4.73,8,Medium,SEM-1,Faculty of Health
n738800,Retained,Single,0,Full Time,21,60,No,Yes,M,1.01,14,High,SEM-1,Sci and Eng Faculty
n738971,Retained,Single,48,Full Time,19,0,No,Yes,F,4.48,14,Medium,SEM-2,QUT Business School
n739604,Not Retained,Double,0,Full Time,19,0,No,No,F,0,11,Medium,SEM-1,Faculty of Health
n740082,Retained,Single,96,Full Time,20,0,No,Yes,F,6.12,6,Medium,SEM-1,Faculty of Education
n740188,Retained,Single,84,Full Time,18,12,No,Yes,F,4.75,8,Low,SEM-1,Faculty of Health
n740290,Retained,Single,0,Full Time,22,0,No,No,M,0.01,10,Medium,SEM-1,Faculty of Health
n740612,Retained,Single,216,Full Time,22,0,Yes,No,F,5,4,Medium,SEM-1,QUT Business School
n741098,Retained,Single,96,Full Time,26,0,No,No,F,6.13,7,High,SEM-1,CI Faculty
n741149,Retained,Single,96,Part Time,38,0,No,No,F,0.01,10,Medium,SEM-1,Faculty of Law
n742078,Retained,Single,96,Full Time,19,0,No,No,F,4.88,10,Medium,SEM-2,Sci and Eng Faculty
n742101,Retained,Single,96,Part Time,34,0,No,No,M,0,9,High,SEM-1,Faculty of Law
n742145,Retained,Single,48,Full Time,20,0,Yes,No,F,4.99,17,High,SEM-2,Faculty of Law
n742184,Not Retained,Single,156,Full Time,21,24,No,No,M,4.56,5,Low,SEM-1,Sci and Eng Faculty
n742275,Retained,Single,48,Full Time,21,24,No,No,M,3.18,25,Medium,SEM-1,Sci and Eng Faculty
n742515,Retained,Single,156,Full Time,21,12,No,No,M,4.58,9,High,SEM-2,Sci and Eng Faculty
n742664,Retained,Single,156,Full Time,21,0,No,No,M,4.8,22,Medium,SEM-1,CI Faculty
n742717,Retained,Single,96,Full Time,19,0,No,No,M,4.52,12,Medium,SEM-1,Faculty of Law
n743172,Retained,Single,72,Full Time,21,24,No,No,F,3.89,13,Medium,SEM-2,QUT Business School
n743397,Retained,Single,84,Full Time,19,12,No,Yes,M,4.65,9,High,SEM-1,Faculty of Education
n744975,Retained,Single,48,Full Time,23,0,Yes,No,M,5.01,9,Medium,SEM-2,Sci and Eng Faculty
n746088,Retained,Single,96,Full Time,24,0,No,No,M,5.56,16,High,SEM-1,Faculty of Health
n746305,Not Retained,Single,96,Full Time,20,0,No,Yes,F,4.49,21,Low,SEM-1,Faculty of Health
n746504,Retained,Single,96,Full Time,19,0,No,No,M,6.13,3,High,SEM-1,Sci and Eng Faculty
n746624,Not Retained,Single,48,Full Time,19,0,No,No,F,5.25,11,High,SEM-1,CI Faculty
n746962,Retained,Single,12,Full Time,21,72,No,Yes,M,1.85,14,Low,SEM-1,CI Faculty
n747943,Retained,Double,252,Full Time,23,0,No,Yes,F,5.62,2,Medium,SEM-1,Faculty of Law
n747989,Retained,Single,96,Full Time,20,0,No,Yes,F,5,4,Medium,SEM-1,QUT Business School
n748177,Retained,Single,48,Full Time,20,48,No,Yes,M,3.36,15,Low,SEM-1,Faculty of Education
n748987,Not Retained,Single,0,Full Time,21,0,No,Yes,M,0,14,Low,SEM-1,Sci and Eng Faculty
n749261,Retained,Double,108,Full Time,20,0,No,No,F,5.57,14,High,SEM-1,Faculty of Health
n750384,Retained,Single,192,Full Time,21,0,No,No,F,6.19,4,Medium,SEM-1,QUT Business School
n750398,Retained,Double,96,Full Time,20,0,No,Yes,M,5.25,5,Low,SEM-1,Sci and Eng Faculty
n750659,Retained,Single,96,Full Time,22,0,No,Yes,M,4.74,10,Medium,SEM-1,Sci and Eng Faculty
n750991,Retained,Single,0,Full Time,27,0,No,Yes,F,0,21,Low,SEM-1,Faculty of Health
n751441,Retained,Double,60,Full Time,25,0,No,Yes,F,5.4,16,Medium,SEM-1,Faculty of Health
n751680,Retained,Single,60,Part Time,26,24,No,No,M,6.19,12,Medium,SEM-1,Sci and Eng Faculty
n752217,Retained,Single,108,Full Time,24,12,Yes,No,M,3.01,6,High,SEM-2,QUT Business School
n752399,Retained,Double,216,Full Time,22,12,No,No,M,4.99,13,Medium,SEM-1,Sci and Eng Faculty
n752552,Retained,Single,96,Full Time,19,0,No,No,M,6.6,4,High,SEM-1,Sci and Eng Faculty
